time.period,BC.AD,author,dynasty,poem.type,theme,religion,book,chapter,title,content
 365–427,AD,Tao Yuanming,Six Dynasties,"Pentasyllabic Shi Poetry
Landscape and Farmstead Poems",Farming and Reclusion,Daoism and Abstruse Learning,None,0,"Returning to Live on the Farm, No. 1","Since youth out of tune with the vulgar world, 
2 My nature instinctively loves hills and
mountains. 
By mishap I fell into the dusty net, 
4 Once gone, thirteen years went by. 
The caged bird longs for its grove of old, 
6 The pond’s fish thinks of its former depths. 
Clearing land at the edge of the southern wilds, 
8 Guarding simplicity, I returned to my farm.
The homestead amounts to ten-odd mou, 
10 With a thatched hut of eight or nine bays. 
Elms and willows shade the rear eaves, 
12 Peach and plum line up in front of the hall. 
In a haze lie the distant villages, 
14 Indistinct is the smoke above the houses.
A dog barks somewhere in the deep alley, 
16 A cock crows from atop the mulberry tree.
My home is unsoiled by worldly dust, 
18 Within empty rooms I have peace to spare. 
For long I have lived within a cage, 
20 And now I may return to nature."
 365–428,AD,Tao Yuanming,Six Dynasties,"Pentasyllabic Shi Poetry
Landscape and Farmstead Poems",Farming and Reclusion,Daoism and Abstruse Learning,None,0,"On Drinking Wine, No. 5","I built my hut in the midst of men,
2 Yet hear no clamor of horse and carriage. 
You ask how it can be like this? 
4 With the mind detached, place becomes remote. 
Plucking chrysanthemums by the eastern hedge, 
6 From afar I catch sight of the southern mountain. 
The mountain air becomes lovely at sunset, 
8 As flying birds return together in flocks. 
In these things there is true meaning, 
10 I’d like to explain, but have forgotten the words. "
 365–427,AD,Tao Yuanming,Six Dynasties,"Pentasyllabic Shi Poetry
Landscape and Farmstead Poems",Farming and Reclusion,Daoism and Abstruse Learning,None,0,"On Drinking Wine, No. 7","Autumn chrysanthemums have lovely colors
2 I pluck the blossoms dampened with dew. 
I float these in this Care Forgetting Thing
4 To push away lingering thoughts of the world. 
Although I drink this cup alone,
6 When it empties, I’ll pour the next one too. 
At sunset, all movement comes to a rest, 
8 Homing birds chirp as they return to their grove. 
I whistle complacently from the eastern veranda, 
10 Somehow having found my life again."
 365–427,AD,Tao Yuanming,Six Dynasties,"Pentasyllabic Shi Poetry
Landscape and Farmstead Poems",Farming and Reclusion,Daoism and Abstruse Learning,None,0,"On Moving House, No. 2","Spring and autumn have many fine days, 
2 For ascending heights and writing new poems. 
As we pass by gates, we call to each other, 
4 Whoever has wine will pour some out.
When there’s farmwork to be done, we all go home
6 And when we have leisure, we think of each other.
Thinking of each other, we then throw on our coats, 
8 We never tire of talk and laughter.
This way of life cannot be surpassed, 
10 There is no need to hurry from here. 
As clothing and food must be provided
12 If I work at plowing, it will not cheat me."
385–433,AD,X ie L ingyun,Six Dynasties,"Pentasyllabic Shi Poetry
Landscape and Farmstead Poems","Landscape 
Farming and Reclusion",Daoism and Abstruse Learning,None,0,Climbing Yongjia’s Green Crag Mountain,"I packed some provisions and grabbed a light staff, 
2 Following the winding path, I climbed to my hidden abode.
As I proceeded upstream, the path wound further away, 
4 When I reached the peak, my emotions were not yet exhausted. 
Gentle ripples congeal in wintry beauty, 
6 Bamboos glisten in frosted strength. 
The stream winds about, its water often losing its way, 
8 The forest stretched far, crags ever more dense. 
I looked westward, expecting the rising moon, 
10 I gazed eastward, wondering about the setting sun. 
I walked until evening, having stayed from dawn to dusk, 
12 Even the most secluded spots have all become familiar. 
“Decay” at the top: best to serve no one at all, 
14 “Treading” in the second place: extol good fortune. 
A recluse will always walk a level step, 
16 His lofty aims, so remote, are hard to match. 
A yes and a no—how far apart are they? 
18 In quietude, I entrust myself to all-embracing Unity. 
As tranquillity and knowledge conjoin,
20 From that point on, one’s nature begins to heal."
385–433,AD,X ie L ingyun,Six Dynasties,"Pentasyllabic Shi Poetry
Landscape and Farmstead Poems","Landscape 
Farming and Reclusion",Daoism and Abstruse Learning,None,0,"What I Observed as I Crossed the Lake on My Way from
Southern Mountain to Northern Mountain ","At daybreak I set out from the southern cliffs, 
2 At sunset I rest at the northern peak. 
Leaving my boat, I gaze at the distant isles, 
4 Stopping my staff, I lean against a flourishing pine. 
The side paths are dark and secluded,
6 While the circular island is gleaming bright. 
I look down, spying the tips of towering trees, 
8 And look up, hearing the roars of the grand ravines. 
Over the crosswise rocks, the water parts its flow; 
10 The woods are so dense paths end their traces. 
“Releasing” and making bring about what ends? 
12 “Climbing” and growing manifest richly everywhere. 
First bamboo shoots, enwrapped by green shells, 
14 New rushes, held in purple buds.
Seagulls sport on the vernal shores, 
16 Golden pheasants play with the gentle wind.
Embracing change, my heart never tires, 
18 Observing these things, I cherish them even more. 
I do not regret that I am far from the ancients, 
20 I only lament that there is no one to join me.
Wandering alone, I sigh not out of personal sentiments, 
22 Rather if appreciation is abandoned, who else will understand
Nature’s principles?"
385–433,AD,X ie L ingyun,Six Dynasties,"Pentasyllabic Shi Poetry
Landscape and Farmstead Poems","Landscape 
Farming and Reclusion",Daoism and Abstruse Learning,None,0,Climbing the Lakeside Tower,"A submerged dragon entices with mysterious charms, 
2 The flying goose echoes its far-off cries. 
Reaching toward the sky, I am humbled by the floater in the clouds,
4 Resting by the river, I am shamed by the dweller in the depths.
My stupidity made me unfit to advance in virtue, 
6 My weakness made me unable to retire to the plow.
In pursuing a salary, I came to this ocean frontier,
8 Now ill, I lie facing the empty forest. 
With quilt and pillow, I was blind to the season’s signs,
10 I raised my curtain, and peered out for a while. 
I tilt my ears to listen to the billowing waves,
12 I lift my eyes to gaze at the steep mountains. 
Early spring transforms the lingering winds, 
14 New sunlight transfigures the shadows of old. 
The pond’s banks grow spring grasses, 
16 And garden willows have transformed the singing birds
So dense! I am grieved by the song of Bin
18 So luxuriant! I am stirred by the tune of Chu.
In living apart, one easily feels the length of time, 
20 Away from the crowd, it is hard to settle the mind. 
Holding on to principle is not only of old, 
22 That I am without regret is proven today."
464–499,AD,Xie Tiao,Six Dynasties,Pentasyllabic Shi Poetry,Landscape,None,None,0,An Outing to the Eastern Field,"Despondent, suffering from lack of cheer, 
2 We go out for pleasure, hand in hand. 
Seeking clouds, we ascend a tiered kiosk; 
4 Following the hills, we gaze at the mushroomlike pavilions.
Distant trees are hazy in their luxuriance;
6 A mist rises, spreading in billows. 
Where fish sport, new lotuses stir;
8 As birds scatter, remaining flowers fall.
If not facing the fragrant spring ale
10 We shall gaze at villages in the blue hills
instead."
464–499,AD,Xie Tiao,Six Dynasties,Pentasyllabic Shi Poetry,"The Abandoned Woman
Landscape",None,None,0,Jade Stairs Resentment,"In the evening hall, the bead curtain is lowered; 
Drifting glowworms fly, then rest. 
Through the long night, sewing a gossamer dress: 
This longing for you—when will it ever cease?"
464–499,AD,Xiao Gang,Six Dynasties,Pentasyllabic Shi Poetry,"Landscape
The Depiction of Things",Buddhism,None,0,Autumn Evening,"Drifting clouds emerge from the eastern peaks; 
2 In the west the sun descends to the river. 
Hastening shadows stretch across and darken the walls; 
4 Lengthened rays obliquely penetrate the window. 
Tangled clouds, glowing red, are made circular by the
clear water; 
6 Tiny leaves outlined by a lamp in the air."
464–499,AD,Xiao Gang,Six Dynasties,Pentasyllabic Shi Poetry,"Landscape
The Depiction of Things",Buddhism,None,0,Evening Sun in the Rear Hall,"The shade of curtains passes across the emerald stairs; 
2 The sun-shadow crosses the corner of the city wall. 
Willows on the bank droop long leaves; 
4 Peach blossoms by the window shed delicate calyxes. 
A flower retains the butterfly’s powder; 
6 Bamboo conceals dragonfly pearls.
There is no understanding friend to share with
8 Moistening the brush, I linger alone."
464–499,AD,Xiao Gang,Six Dynasties,Pentasyllabic Shi Poetry,"Landscape
The Depiction of Things",Buddhism,None,0,On Clouds,"Floating clouds unfold in five colors
Carnelian shining against the frosty sky. 
Jade leaves scattering autumn shadows;
Purple mist sent adrift by a metal wind."
464–499,AD,Xiao Gang,Six Dynasties,Pentasyllabic Shi Poetry,"Landscape
The Depiction of Things",Buddhism,None,0,"(Riding in the Western
Residence","Clouds open up like leaves of carnelian; 
Transparent are waves of glass."
464–499,AD,Xiao Gang,Six Dynasties,Pentasyllabic Shi Poetry,"Landscape
The Depiction of Things",None,None,0,On a Fair Lady Viewing a Painting,"In the hall a portrait of a divine woman; 
2 From the palace emerges a fair lady.
So lovely, both are painted; 
4 Who could distinguish real from unreal? 
Clearly both have bright eyes and neat brows; 
6 Their slender waists are one and the same.
How do we separate the two? 
8 One is always in good spirits."
464–499,AD,Xiao Gang,Six Dynasties,Pentasyllabic Shi Poetry,"Landscape
The Depiction of Things",Buddhism,None,0,On a Lone Duck,"It dives in shallows for beakfuls of moss, 
Heads to sandy isles to preen its feathers. 
Ready to fly off all by itself, 
It finds its reflection and lingers."
464–499,AD,Xiao Gang,Six Dynasties,Pentasyllabic Shi Poetry,"Landscape
The Depiction of Things",Buddhism,None,0,Returning to the South of the City from the Encampment,"During temporary separation, both became apprehensive; 
But when the curtain opens, old memories return. 
It is as if we were never in love before; 
Indeed it is more like having just met."
549–555,AD,Yu X in,Six Dynasties,Pentasyllabic Shi Poetry,None,None,None,0,A Cold Garden: On What I See,"A cold garden among dwellings like scattered stars, 
2 In the little village, with leaves falling. 
Painting of roaming immortals covering half a wall; 
4 For the reclusive gentleman, a bed full of books.
In the winter month, the heart of the underground spring is stirring; 
6 The energy of the earth spreads with the mark of yang. 
Snowflakes are several feet deep; 
8 An icy riverbed, over a foot thick. 
The dark hawk looks sideways at a pheasant; 
10 A white egret observes the fish down below. 
I am reflecting on how, outside the Eastern
Gate of the capital, 
12 Various lords were seeing the Shus of"
549–555,AD,Yu X in,Six Dynasties,Pentasyllabic Shi Poetry,Remembrances,None,None,0,In Response to Director Liu Zhen,"To the south I climbed the bank of Guangling, 
And turned my head toward the Fortress of the Shooting Star. 
Who would have thought of facing the former shore again 
Only to see beacon fires illuminating the River?"
712–770,AD,Du Fu,Tang Dynasty,"Recent-Style Shi Poetry
Pentasyllabic Regulated Verse (Wuyan Lushi)",None,Confucianism,None,0,Spring Scene,"The country is broken, but mountains and rivers remain,
2 The city enters spring, grass and trees have grown thick.
Feeling the time, flowers shed tears,
4 Hating separation, a bird startles the heart.
Beacon fires span over three months,
6 A family letter equals ten thousand taels of gold
My white hairs, as I scratch them, grow more sparse,
8 Simply becoming unable to hold hairpins."
712–770,AD,Du Fu,Tang Dynasty,"Recent-Style Shi Poetry
Pentasyllabic Regulated Verse (Wuyan Lushi)",None,Confucianism,None,0,The Jiang and Han Rivers,"By the Jiang and Han rivers broods a homeward traveler,
2 Between heaven and earth is one worthless scholar.
A lone cloud, and the sky (and I) join in being faraway,
4 A long night, and the moon (and I) share the loneliness.
The setting sun—yet I remain ambitious at heart,
6 The autumn wind—from illness I will recover.
From antiquity all the old horses that people kept,
8 Not always were chosen for long distances."
701–762,AD,Li Bai,Tang Dynasty,"Recent-Style Shi Poetry
Pentasyllabic Regulated Verse (Wuyan Lushi)",None,None,None,0,Climbing the Yueyang Tower with Xia Shi’er,"From the tower I look afar to where the Yueyang region ends,
2 The river winds along to where Dongting Lake opens.
The wild geese, taking along the heart’s sorrow, have gone,
4 The mountains, carrying the fine moon in their beak, come.
In the midst of clouds I reach the honored guest’s bed.
6 In heaven above I receive the passing wine cup.
After I have gotten drunk a cool wind rises,
8 Blowing on me, sending my sleeves dancing and fluttering."
699–759,AD,Wang Wei,Tang Dynasty,"Recent-Style Shi Poetry
Pentasyllabic Regulated Verse (Wuyan Lushi)",Landscape,Buddhism,None,0,Zhongnan Mountain,"Taiyi Peak approaches heaven’s capital,
2 The linked mountains extend to the edge of the sea.
White clouds, when I look back, converge,
4 The greenish haze, once I walk in to see it, disappears.
The divided regions, when seen from the middle peak, change,
6 Shaded or in the sun, the myriad valleys look different.
I wish to find lodgings for the night in a dwelling of man,
8 Across the brook calling to a woodcutter.
Taiyi Peak approaches heaven’s capital,
2 The linked mountains extend to the edge of the sea.
White clouds, when I look back, converge,
4 The greenish haze, once I walk in to see it, disappears.
The divided regions, when seen from the middle peak, change,
6 Shaded or in the sun, the myriad valleys look different.
I wish to find lodgings for the night in a dwelling of man,
8 Across the brook calling to a woodcutter.
Taiyi Peak approaches heaven’s capital,
2 The linked mountains extend to the edge of the sea.
White clouds, when I look back, converge,
4 The greenish haze, once I walk in to see it, disappears.
The divided regions, when seen from the middle peak, change,
6 Shaded or in the sun, the myriad valleys look different.
I wish to find lodgings for the night in a dwelling of man,
8 Across the brook calling to a woodcutter.
"
699–759,AD,Wang Wei,Tang Dynasty,"Recent-Style Shi Poetry
Pentasyllabic Regulated Verse (Wuyan Lushi)",Death & Loss,None,None,0,Farewell Poem,"On the mountain slope we stop and bid farewell
Until the dusk descends and I close my wooden gate
In Spring the grass will again turn green
But will you my friend return?"
699–759,AD,Wang Wei,Tang Dynasty,"Recent-Style Shi Poetry
Pentasyllabic Regulated Verse (Wuyan Lushi)",Love and Courtship,None,None,0,Yearning,"Red berries born in the south
Whose branches are full in the Spring
A gentleman wishes you gather many
As a symbol of our love"
699–759,AD,Wang Wei,Tang Dynasty,"Recent-Style Shi Poetry
Pentasyllabic Regulated Verse (Wuyan Lushi)",Landscape,None,None,0,Bamboo House,"In quiet bamboo, I sit alone
Plucking the zither, repeating its song.
In the forest deep, quite unknown
The bright moon shines and comes"
699–759,AD,Wang Wei,Tang Dynasty,"Recent-Style Shi Poetry
Pentasyllabic Regulated Verse (Wuyan Lushi)",Landscape,None,None,0,Mixed Verse,"You, who come from the old country
Tell me what is happening
On that cold day you left, did you see my silken paintings, and
Were the first plum flowers blossoming yet"
712–770,AD,Du Fu,Tang Dynasty,"Recent-Style Shi Poetry
Heptasyllabic Regulated Verse (Qiyan Lushi)",None,Confucianism,None,0,"The Qu River, No. 2","Returning from court, day after day I pawn my spring robes;
2 each day by the lakeside I drink my limit, and only then go home.
Wine debts, everywhere I go, are common;
4 life spans reaching seventy, from ancient times, are few.
A flower-weaving butterfly, deep within, appears;
6 a water-dabbling dragonfly, slow and placid, flies.
Pass word to these fine scenes, to linger and roam together:
8 “Let’s enjoy each other for a short while, and not part company.”"
712–770,AD,Du Fu,Tang Dynasty,"Recent-Style Shi Poetry
Heptasyllabic Regulated Verse (Qiyan Lushi)",None,Confucianism,None,0,"On the River, I Came upon Waters Surging Like the Ocean:
For Now, I Give This Short Account","I’m an eccentric sort of person, captivated by fine lines;
2 until my language is startling, I’d sooner die than give up.
As I pass into old age, I throw myself into poems in a really slapdash way—
4 when spring arrives, the flowers and birds ought not to deeply worry.
I’ve newly added a pier by the water, to serve me as I dangle my fishing line;
6 remaining from before, my moored raft, to take the place of a boat to ride in.
How can I find an old hand with thoughts like Tao Qian or Xie Lingyun,
8 to have him compose and take excursions with me?"
712–770,AD,Du Fu,Tang Dynasty,"Recent-Style Shi Poetry
Heptasyllabic Regulated Verse (Qiyan Lushi)","Eulogy and Admonition
Remembrances
The Wandering Man",Confucianism,None,0,"Autumn Meditations, No. 8","Kunwu park and Yusu lodge are out there in the remote distances;
2 the shadow of Purple Tower peak enters Meipi lake.
Fragrant rice: leftovers from pecking, parrots’ grains;
4 emerald wutong trees: till old age perched, phoenixes’ branches.
Lovely ones gathered kingfisher feathers to give as springtime gifts;
6 transcendent companions shared a boat, moving off again toward evening.
My many-colored writing brush once strove with the climate;
8 now my white head, chanting and gazing, in despondency droops."
791–818,AD,Li He,Tang Dynasty,"Recent-Style Shi Poetry
Heptasyllabic Regulated Verse (Qiyan Lushi)",Music and Ritual Performances,None,None,0,Dreaming Heaven,"Old hare and cold toad weep sky’s sheen;
2 a cloud-enfurled tower half opens: on the walls slants whiteness.
The jade wheel presses dew: wet balls of light;
4 simurgh bells and pendants meet on cassia-scented lanes.
Yellow dust, clear water, beneath the Immortal Mountains,
6 change in turn, a thousand years like a horse that gallops by.
Gaze far off on the middle continent, those nine spots of smoke:
8 a single stream of ocean water poured into a cup."
813–858),AD,Li Shangyin,Tang Dynasty,"Recent-Style Shi Poetry
Heptasyllabic Regulated Verse (Qiyan Lushi)","The Abandoned Woman
The Depiction of Things",None,None,0,Milky Way: Syrinx-Playing,"Despondent gazing at the Milky Way: a jade syrinx plays;
2 the tower is cold, the courtyard chill, all the way to daybreak.
Beneath layered quilts, in far-off dream, another year breaks off;
4 on a lonely tree, a wandering bird last night cried out in fear.
By the moonlit gazebo a familiar scent, after rain, wafts out;
6 in the windblown curtain a dwindling candle, through the frost, burns
clearly.
No need to think wild thoughts of ascending from Mount Gou;
8 the zither of the Xiang and the panpipe of Qin have feeling all their own."
813–858),AD,Li Shangyin,Tang Dynasty,"Recent-Style Shi Poetry
Heptasyllabic Regulated Verse (Qiyan Lushi)","The Abandoned Woman
The Depiction of Things",None,None,0,Sui Palace,"Purple Spring palace halls lay locked in mist and haze;
2 he wanted to take the “ruined city” as a home of emperors.
The jade seal: if not because it returned to the sun’s corner,
4 brocade sails: they would have arrived at heaven’s bounds.
To this day, the rotting grass is without fireflies’ flash;
6 through all time, the drooping willows have sundown crows.
Beneath the earth, if he should meet the Latter Lord of Chen,
8 would it be fitting to ask again to hear “Flowers in the Rear Courtyard”?"
813–858,AD,Li Shangyin,Tang Dynasty,"Recent-Style Shi Poetry
Heptasyllabic Regulated Verse (Qiyan Lushi)","The Abandoned Woman
The Depiction of Things",None,None,0,Untitled,"Rustling, whistling, the east wind and the fine rain come;
2 beyond the lotus pool there is faint thunder.
Gold toad gnaws the lock: burning incense, it enters;
4 jade tiger pulls silk cord: drawing well water, it turns.
Miss Jia peers in at the curtain: Secretary Han is young;
6 Empress Fu leaves behind a headrest: the prince of Wei is gifted.
Don’t let your springtime heart vie with the flowers in blooming:
8 an inch of love longing, an inch of ash."
813–858,AD,Li Shangyin,Tang Dynasty,"Recent-Style Shi Poetry
Heptasyllabic Regulated Verse (Qiyan Lushi)","The Abandoned Woman
The Depiction of Things",None,None,0,Brocade Zither,"The brocade zither without reason has fifty strings;
2 each string has its bridge; one longs for the flowering years.
Master Zhuang, in dawn dream, is lost in a butterfly;
4 Emperor Wang’s springtime heart is entrusted to the cuckoo.
On the gray sea, the moon shines bright, and the pearl has tears;
6 At Indigo Field, the sun is warm, and jade gives off smoke.
This feeling, one can wait for it to become a recollection;
8 only at the time it was already bewildering."
550-850,AD,Anonymous ,Tang Dynasty,"Recent-Style Shi Poetry
Quatrains ( Jueju)",Love and Courtship,None,None,0,Ziye Song,"Whence have you come my love
That you wear such a melancholy look?
Three times I call, but not a single response—
Why can’t men be constant as pine and cypress?"
468–494,AD,Wang Rong,Tang Dynasty,"Recent-Style Shi Poetry
Quatrains ( Jueju)",None,None,None,0,In Praise of Pear Blossoms on the Pond,"On ruined steps they cover the fine grass
In pooled water they scatter among the duckweed
Fragrant spring shines on flowing snow
Deep night reflects myriad stars"
. 713–742,AD,Jin Changxu,Tang Dynasty,"Recent-Style Shi Poetry
Quatrains ( Jueju)",The Abandoned Woman,None,None,0,Spring Lament,"Hit the yellow oriole
Don’t let it sing on the branches
When it sings, it breaks into my dreams
And keeps me from Liaoxi!
"
699–759,AD,Wang Wei,Tang Dynasty,"Recent-Style Shi Poetry
Quatrains ( Jueju)",The Wandering Man,Buddhism,None,0,"Miscellaneous Poems, No. 2","You’ve come from our hometown
And must know what’s happening there
The day you left, by the patterned window
Was the cold plum tree in bloom?"
688–742,AD,Wang Zhihuan,Tang Dynasty,"Recent-Style Shi Poetry
Quatrains ( Jueju)",Landscape,Daoism and Abstruse Learning,None,0,Climbing Crane Tower,"White sun rests on mountains—and is gone
Yellow River enters sea—and flows on
If you want to see a further thousand miles:
Climb another story in the tower"
699–759,AD,Wang Wei,Tang Dynasty,"Recent-Style Shi Poetry
Quatrains ( Jueju)",Landscape,Buddhism,Wang River Collection,0,"The Deer Fence
","On the empty mountain, no one is seen
But the sound of voices is heard
Returning: light enters the deep forest
Again: it shines on the green moss
"
699–759,AD,Wang Wei,Tang Dynasty,"Recent-Style Shi Poetry
Quatrains ( Jueju)",Landscape,Buddhism,None,0,Calling-Bird Brook,"Man quiet: sweet osmanthus falls
Night tranquil: the spring mountain empties
The rising moon startles mountain birds
Which call awhile in the spring stream"
701–762,AD,Li Bai,Tang Dynasty,"Recent-Style Shi Poetry
Quatrains ( Jueju)",Landscape,None,None,0,Quiet Night Thoughts,"Before my bed, the bright moonlight
I mistake it for frost on the ground
Raising my head, I stare at the bright moon;
Lowering my head, I think of home
"
701–762,AD,Li Bai,Tang Dynasty,"Recent-Style Shi Poetry
Quatrains ( Jueju)",None,None,None,0,Amusing Myself,"Facing wine—I don’t notice the dusk
Falling flowers cover my robe
Drunkenly I rise, and walk with the moon in the stream
Birds have gone back, and people are few"
701–762,AD,Li Bai,Tang Dynasty,"Recent-Style Shi Poetry
Quatrains ( Jueju)",The Abandoned Woman,None,None,0,Lament of the Jade Stairs,"On jade stairs, the rising white dew
Through the long night pierces silken hose
Retreating inside, she lowers crystal shades
And stares at the glimmering autumn moon"
698–755,AD,Wang Changling ,Tang Dynasty,"Recent-Style Shi Poetry
Quatrains ( Jueju)",The Wandering Man,None,None,0,Following the Army,"Signal fires west of the wall, hundred-foot watchtowers
Climbing alone at dusk—an autumn of desert wind
What’s more—“Mountain Pass Moon” plays on a nomad flute
No way to reach the golden chamber, past ten thousand miles of sadness"
698–755,AD,Wang Changling ,Tang Dynasty,"Recent-Style Shi Poetry
Quatrains ( Jueju)",None,None,None,0,Autumn Songs of the Hall of Abiding Faith,"On the paulownia by the golden well, autumn leaves have yellowed
The pearl blinds are not rolled against the night-coming frost
By fragrant drying rack and jade pillow, her face is pale
She lies listening to the south palace clock—clear drops without end
An autumn wash stone by the high hall sounds far into the night
Deep frost still recalls the chill of an imperial robe
Beside silver lantern and painted door lock—she puts aside her sewing
And looks toward the golden city, and her Bright Lord
Clutching a broom at daybreak, she opens the golden hall
Then, clasping her round moon fan, she wanders for a while
Her jade face can’t compare with the brightness of cold crows
Which still carry reflections of the sun at Zhaoyang Palace
Obsessed with thoughts of a truly ill-fated life
In dreams seeing her lord, and upon waking, almost believing
Torches shine in the western palace, proof of night revels
In palace corridors this night, clearly someone has found favor
The autumn moon is bright within Changxin Hall
The slapping sound of washing clothes below Zhaoyang Palace
In a mansion of white dew—traces of thin grass
Under a canopy of red silk—limitless feelings"
701–764,AD,Li Bai,Tang Dynasty,"Recent-Style Shi Poetry
Quatrains ( Jueju)",None,None,None,0,Sending Off Meng Haoran to Guangling at Yellow Crane Tower,"An old friend leaves the west at Yellow Crane Tower
And in flower mists of the third month descends to Yangzhou
The far shadow of a lone sail is lost in the azure sky
I see only the Yangtze River, flowing to the edge of heaven"
712–770,AD,Du Fu,Tang Dynasty,"Recent-Style Shi Poetry
Quatrains ( Jueju)",Hardship and Injustice,None,None,0,"Three Quatrains, No. 3","Palace guards should be heroic and brave—
Not wild and cruel, like Tangut and Tuyuhun!
I hear they’re killing men up on the Han River;
Many girls and women are in the army camps"
803–852,AD,Du Mu,Tang Dynasty,"Recent-Style Shi Poetry
Quatrains ( Jueju)","Love and Courtship
Remembrances",None,None,0,Red Clif,"Buried in sand a broken spear, its iron not yet gone
I take up and burnish it, and recall an ancient age
If east wind had not aided young Master Zhou
Still: spring would bind the Qiao girls deep in Bronze Bird Tower"
803–852,AD,Du Mu,Tang Dynasty,"Recent-Style Shi Poetry
Quatrains ( Jueju)","Love and Courtship
Remembrances",None,None,0,Dispelling Sorrow,"I sunk my soul in the river lands, wandered with wine,
Broke the hearts of Chu girls dancing lightly in my hands
Ten years on, I wake from a Yangzhou dream—
All I’ve won: a callous name in the green mansions"
813–858,AD,Li Shangyin,Tang Dynasty,"Recent-Style Shi Poetry
Quatrains ( Jueju)",Imagined Journey to the Celestial World,None,None,0,Chang’e,"Behind the mica screen, candles cast deep shadows
The Great River slowly sinks, and dawn stars are drowned
Chang-e must regret stealing the elixir—
Over blue sea, in dark sky, thinking night after night"
661–702,AD,Chen Zi’ang,Tang Dynasty,"Ancient-Style Shi Poetry
Continuation and Changes",Hardship and Injustice,None,None,0,"Moved by Events I Encounter, No. 6","I behold the transformations of the dragon— 
2 Now, the Yang essence is at its fullest. 
How dark and dense the stone forests— 
4 Nothing in the shadowy caves can hinder its course. 
The ancients who attained the way of the Transcendents— 
6 Indeed were the equals of Primordial Transformation. 
Awareness of the Obscure is not the same as muddled knowledge—
8 Who can fathom the deepest dark? 
Worldly people are bound by what their eyes see
10 Heady with drink they laugh at alchemy handbooks. 
On Kunlun Mountain there is a jasper tree
12 How can they hope to pluck its blossoms?"
661–702,AD,Chen Zi’ang,Tang Dynasty,"Ancient-Style Shi Poetry
Continuation and Changes",Hardship and Injustice,None,None,0,A Song on Ascending Youzhou Terrace,"I do not see the ancients before me,
Behind, I do not see those yet to come. 
I think of the mournful breadth of
heaven and earth,
Alone, grieving—tears fall"
701–764,AD,Li Bai,Tang Dynasty,"Ancient-Style Shi Poetry
Continuation and Changes",Landscape,Daoism and Abstruse Learning,None,0,A Lu Mountain Tune: Sent to Minister Lu Xuzhou,"It is I, the original madman of Chu, 
2 Singing “The Phoenix,” laughing at Confucius. 
One hand gripping the green jade staff, 
4 I depart Yellow Crane Pavilion at dawn. 
Seeking transcendents among the Five
Mountains, I am not daunted by distance
6 All my life I’ve loved to wander in famous mountains. ?
Lu Mountain blossoms beside the Southern Dipper, 
8 The Nine Folds of Windscreen Mountain—
a bolt of cloud embroidery, 
And shadows fall on the shining lake in inkygreen light
10 Golden Portico opens ahead—two peaks stretching long, 
Silver River hangs upside down from ThreeStone Bridge
12 Gazing in the distance—Incense Burner Waterfall,
Far-off cliffs and layered palisades rising up into the blue.
14 Iridescent green shadows, red dawn clouds, reflecting morning sun, 
Even birds cannot fly the length of the sky of Wu. 
16 I climb on high, behold the stirring sights between heaven and earth, 
The great river boundless flows on, never to return. 
18 Yellow clouds for ten thousand miles, stirring the color of wind, 
White waves along the Nine Rivers, flowing snowcapped mountains. 
20 I love singing about Lu Mountain, 
My inspiration stirs because of Lu Mountain. 
22 I lazily peer at Stone Mirror, it cleanses my heart, 
The place where Master Xie used to walk is now submerged in moss.
24 In the morning I take “reverted cinnabar”: no more worldly cares,
My “lute-heart plays all three chords”: the Dao just now complete
26 Far off I glimpse transcendents among the colored clouds, 
Holding a lotus blossom, I will pay court at the Jade Capital. 
28 But first, a rendezvous with Han Man above the Nine Regions
I would like to meet Lu Ao and roam the Great Purity"
772-846,AD,Bai Juyi,Tang Dynasty,"Ancient-Style Shi Poetry
Continuation and Changes",Hardship and Injustice,Confucianism,None,0,"Planting Flowers on the Eastern Slope, No. 1","I took my money and bought flowering trees, 
2 To plant on the slope east of the city. 
I purchased only those with flowers— 
4 Whether peach or almond or plum. 
A hundred kinds of fruit trees all planted together, 
6 Thousands of branches blossom in turn. 
Of Heaven’s seasons, there is early and late, 
8 But the bounty of the soil knows not high and
low"
772-847,AD,Bai Juyi,Tang Dynasty,"Ancient-Style Shi Poetry
Continuation and Changes",Hardship and Injustice,Confucianism,None,0,"Planting Flowers on the Eastern Slope, No. 2","On the Eastern Slope, spring grows late; 
2 Now what are the trees like? 
Thickly, softly, the flowers finish their fall, 
4 While the dark shade of leaves begins to grow. 
Every day I bring my boy servants, 
6 To hoe and then dig a furrow. 
The people of Ba care not for flowers,
22 So, all spring no one comes; 
There is just this drunken governor, 
24 All day incapable of returning home. 
They clear the earth and mound it at the roots, 
8 And guide the spring water to the trunks. 
The smallest trees are a few feet high,
10 The tallest over ten.
After being nurtured just a short while,
12 High and low are equally lush."
937–978,AD,Li Yu,The Five Dynasties and the Song Dynasty,"Ci Poetry
Short Song Lyrics (Xiaoling)",The Abandoned Woman,None,None,0,To the Tune “Crows Call at Night” ,"Without a word, alone I climb the West Pavilion.
2 The moon is like a hook.
In the lonely inner garden of wutong trees is locked late autumn.3
4 Cut, it doesn’t break,
Tidied, a mess again—
6 This separation grief.
It’s altogether a different kind of flavor in the heart"
